Wi1,Wi2,Wi3,Wi5,DC Gain,ft,f3,Vcm,Pdiss,Is4,Gm6,Gm4,Wi4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Abs_Gain,Delay
1.10E-05,0.0001,0.0001,5.36E-05,70.3773,2.93E+07,19264.6,0.8,5.37E-05,9.71E-06,1.58E-03,0.000510149,3.10E-04,2.20E+01,2.00E+02,2.00E+02,6.20E+02,1.07E+02,3302.66862,0.00252441
5.10E-05,6.10E-05,0.0001,6.58E-05,70.4044,3.54E+07,23151.9,0.8,5.91E-05,9.90E-06,1.91E-03,0.000402347,2.90E-04,1.02E+02,1.22E+02,2.00E+02,5.80E+02,1.32E+02,3312.989046,0.00150391
4.10E-05,5.10E-05,8.10E-05,6.49E-05,70.4085,3.73E+07,22832.3,0.8,6.39E-05,9.85E-06,2.02E-03,0.000366986,2.80E-04,8.20E+01,1.02E+02,1.62E+02,5.60E+02,1.30E+02,3314.553246,0.00149902
6.10E-05,2.10E-05,2.10E-05,5.21E-05,70.4187,5.29E+07,24067.8,0.8,0.000122312,9.75E-06,2.86E-03,0.000234307,2.56E-04,1.22E+02,4.20E+01,4.20E+01,5.12E+02,1.04E+02,3318.447873,0.000527344
4.10E-05,3.10E-05,4.10E-05,5.98E-05,70.4234,4.51E+07,23083,0.8,8.66E-05,9.78E-06,2.43E-03,0.000285054,2.65E-04,8.20E+01,6.20E+01,8.20E+01,5.30E+02,1.20E+02,3320.243996,0.000507813
3.10E-05,6.10E-05,5.10E-05,4.82E-05,70.4618,3.84E+07,22278.9,0.8,6.84E-05,9.77E-06,2.07E-03,0.000399689,3.17E-04,6.20E+01,1.22E+02,1.02E+02,6.34E+02,9.64E+01,3334.955168,0.00450684
2.10E-05,4.10E-05,4.10E-05,5.29E-05,70.4667,4.14E+07,21436.6,0.8,8.00E-05,9.70E-06,2.24E-03,0.000326529,2.81E-04,4.20E+01,8.20E+01,8.20E+01,5.62E+02,1.06E+02,3336.837058,0.000522461
4.10E-05,4.10E-05,6.10E-05,6.31E-05,70.4691,4.00E+07,22828.3,0.8,7.19E-05,9.82E-06,2.16E-03,0.000328529,2.69E-04,8.20E+01,8.20E+01,1.22E+02,5.38E+02,1.26E+02,3337.759187,0.00249512
3.10E-05,3.10E-05,3.10E-05,5.26E-05,70.4775,4.64E+07,22422.4,0.8,9.44E-05,9.72E-06,2.51E-03,0.000284186,2.73E-04,6.20E+01,6.20E+01,6.20E+01,5.46E+02,1.05E+02,3340.988648,0.000522461
4.10E-05,0.0001,8.10E-05,4.75E-05,70.4788,3.27E+07,22488,0.8,5.63E-05,9.85E-06,1.77E-03,0.000513905,3.44E-04,8.20E+01,2.00E+02,1.62E+02,6.88E+02,9.50E+01,3341.488725,0.00150391
6.10E-05,6.10E-05,0.0001,6.57E-05,70.4855,3.57E+07,23315.6,0.8,5.92E-05,9.92E-06,1.93E-03,0.000402764,2.92E-04,1.22E+02,1.22E+02,2.00E+02,5.84E+02,1.31E+02,3344.06723,0.00150391
7.10E-05,2.10E-05,2.10E-05,5.21E-05,70.5032,5.32E+07,24159.6,0.8,0.000122434,9.77E-06,2.88E-03,0.000234491,2.58E-04,1.42E+02,4.20E+01,4.20E+01,5.16E+02,1.04E+02,3350.888677,0.000527344
5.10E-05,5.10E-05,8.10E-05,6.48E-05,70.5229,3.77E+07,23008,0.8,6.40E-05,9.88E-06,2.04E-03,0.000367455,2.82E-04,1.02E+02,1.02E+02,1.62E+02,5.64E+02,1.30E+02,3358.497273,0.000498047
2.10E-05,7.10E-05,0.0001,6.24E-05,70.5257,3.26E+07,20800.3,0.8,5.73E-05,9.80E-06,1.76E-03,0.000431731,2.90E-04,4.20E+01,1.42E+02,2.00E+02,5.80E+02,1.25E+02,3359.580099,0.00251465
2.10E-05,6.10E-05,8.10E-05,6.07E-05,70.5351,3.51E+07,20939,0.8,6.16E-05,9.77E-06,1.89E-03,0.000399715,2.89E-04,4.20E+01,1.22E+02,1.62E+02,5.78E+02,1.21E+02,3363.217855,0.00050293
2.10E-05,5.10E-05,6.10E-05,5.78E-05,70.5401,3.77E+07,21096.6,0.8,6.83E-05,9.74E-06,2.04E-03,0.000364931,2.85E-04,4.20E+01,1.02E+02,1.22E+02,5.70E+02,1.16E+02,3365.154436,0.00151855
2.10E-05,7.10E-05,6.10E-05,4.91E-05,70.5444,3.57E+07,21035.1,0.8,6.33E-05,9.74E-06,1.93E-03,0.00043059,3.18E-04,4.20E+01,1.42E+02,1.22E+02,6.36E+02,9.82E+01,3366.820788,0.0025
5.10E-05,3.10E-05,4.10E-05,5.98E-05,70.5464,4.55E+07,23237.4,0.8,8.67E-05,9.80E-06,2.46E-03,0.000285405,2.67E-04,1.02E+02,6.20E+01,8.20E+01,5.34E+02,1.20E+02,3367.596116,0.000541992
7.10E-05,6.10E-05,0.0001,6.56E-05,70.5527,3.59E+07,23451.1,0.8,5.93E-05,9.94E-06,1.94E-03,0.000403111,2.93E-04,1.42E+02,1.22E+02,2.00E+02,5.86E+02,1.31E+02,3370.039568,0.00050293
8.10E-05,2.10E-05,2.10E-05,5.21E-05,70.576,5.35E+07,24235.3,0.8,0.000122538,9.78E-06,2.89E-03,0.000234649,2.59E-04,1.62E+02,4.20E+01,4.20E+01,5.18E+02,1.04E+02,3379.091874,0.00352539
3.10E-05,6.10E-05,9.10E-05,6.36E-05,70.5822,3.52E+07,21688,0.8,6.01E-05,9.83E-06,1.90E-03,0.000400943,2.89E-04,6.20E+01,1.22E+02,1.82E+02,5.78E+02,1.27E+02,3381.504736,0.00350098
5.10E-05,4.10E-05,6.10E-05,6.30E-05,70.5901,4.05E+07,22987.3,0.8,7.21E-05,9.85E-06,2.19E-03,0.000328943,2.73E-04,1.02E+02,8.20E+01,1.22E+02,5.46E+02,1.26E+02,3384.581685,0.0025
3.10E-05,4.10E-05,5.10E-05,5.85E-05,70.5959,4.09E+07,21976.4,0.8,7.56E-05,9.77E-06,2.21E-03,0.000327672,2.76E-04,6.20E+01,8.20E+01,1.02E+02,5.52E+02,1.17E+02,3386.842493,0.000473633
3.10E-05,5.10E-05,7.10E-05,6.17E-05,70.6071,3.77E+07,21786.6,0.8,6.60E-05,9.81E-06,2.03E-03,0.000366108,2.83E-04,6.20E+01,1.02E+02,1.42E+02,5.66E+02,1.23E+02,3391.212466,0.000512695
8.10E-05,6.10E-05,0.0001,6.55E-05,70.6099,3.60E+07,23566.6,0.8,5.93E-05,9.95E-06,1.95E-03,0.000403409,2.94E-04,1.62E+02,1.22E+02,2.00E+02,5.88E+02,1.31E+02,3392.30584,0.00249512
6.10E-05,5.10E-05,8.10E-05,6.48E-05,70.6145,3.79E+07,23145,0.8,6.41E-05,9.90E-06,2.05E-03,0.000367832,2.84E-04,1.22E+02,1.02E+02,1.62E+02,5.68E+02,1.30E+02,3394.102862,0.000488281
2.10E-05,5.10E-05,5.10E-05,5.30E-05,70.6204,3.87E+07,20979.6,0.8,7.14E-05,9.73E-06,2.09E-03,0.000364591,2.92E-04,4.20E+01,1.02E+02,1.02E+02,5.84E+02,1.06E+02,3396.409133,0.00352051
9.10E-05,2.10E-05,2.10E-05,5.20E-05,70.64,5.37E+07,24299.3,0.8,0.00012263,9.79E-06,2.90E-03,0.000234787,2.60E-04,1.82E+02,4.20E+01,4.20E+01,5.20E+02,1.04E+02,3404.081897,0.00352539
6.10E-05,3.10E-05,4.10E-05,5.97E-05,70.6453,4.58E+07,23355.8,0.8,8.68E-05,9.82E-06,2.48E-03,0.000285689,2.69E-04,1.22E+02,6.20E+01,8.20E+01,5.38E+02,1.19E+02,3406.159651,0.00253906
4.10E-05,3.10E-05,3.10E-05,5.25E-05,70.646,4.70E+07,22623.2,0.8,9.46E-05,9.75E-06,2.54E-03,0.000284639,2.77E-04,8.20E+01,6.20E+01,6.20E+01,5.54E+02,1.05E+02,3406.434166,0.00252441
2.10E-05,7.10E-05,9.10E-05,5.99E-05,70.6571,3.33E+07,20550.8,0.8,5.84E-05,9.79E-06,1.80E-03,0.00043151,2.96E-04,4.20E+01,1.42E+02,1.82E+02,5.92E+02,1.20E+02,3410.790149,0.000483398
9.10E-05,6.10E-05,0.0001,6.55E-05,70.6597,3.61E+07,23667.1,0.8,5.94E-05,9.97E-06,1.95E-03,0.00040367,2.95E-04,1.82E+02,1.22E+02,2.00E+02,5.90E+02,1.31E+02,3411.811274,0.00349121
2.10E-05,6.10E-05,7.10E-05,5.72E-05,70.6693,3.59E+07,20694.4,0.8,6.34E-05,9.76E-06,1.94E-03,0.000399434,2.96E-04,4.20E+01,1.22E+02,1.42E+02,5.92E+02,1.14E+02,3415.584232,0.00251465
5.10E-05,0.0001,8.10E-05,4.74E-05,70.6758,3.31E+07,22456,0.8,5.64E-05,9.88E-06,1.79E-03,0.000514561,3.48E-04,1.02E+02,2.00E+02,1.62E+02,6.96E+02,9.48E+01,3418.141208,0.00250488
4.10E-05,6.10E-05,5.10E-05,4.81E-05,70.6814,3.88E+07,22353.4,0.8,6.86E-05,9.80E-06,2.10E-03,0.000400346,3.20E-04,8.20E+01,1.22E+02,1.02E+02,6.40E+02,9.62E+01,3420.345675,0.00450684
6.10E-05,4.10E-05,6.10E-05,6.29E-05,70.6874,4.09E+07,23109.8,0.8,7.22E-05,9.87E-06,2.21E-03,0.000329276,2.75E-04,1.22E+02,8.20E+01,1.22E+02,5.50E+02,1.26E+02,3422.709183,0.00149902
7.10E-05,5.10E-05,8.10E-05,6.47E-05,70.691,3.81E+07,23256.6,0.8,6.42E-05,9.92E-06,2.06E-03,0.000368147,2.85E-04,1.42E+02,1.02E+02,1.62E+02,5.70E+02,1.29E+02,3424.128071,0.000488281
0.0001,2.10E-05,2.10E-05,5.20E-05,70.6916,5.39E+07,24349.2,0.8,0.000122703,9.80E-06,2.91E-03,0.000234898,2.60E-04,2.00E+02,4.20E+01,4.20E+01,5.20E+02,1.04E+02,3424.364609,0.00152344
0.0001,6.10E-05,0.0001,6.54E-05,70.6995,3.62E+07,23747.5,0.8,5.94E-05,9.98E-06,1.96E-03,0.000403879,2.96E-04,2.00E+02,1.22E+02,2.00E+02,5.92E+02,1.31E+02,3427.480558,0.00349609
2.10E-05,8.10E-05,7.10E-05,4.97E-05,70.7079,3.38E+07,20535.2,0.8,5.97E-05,9.76E-06,1.83E-03,0.000460289,3.22E-04,4.20E+01,1.62E+02,1.42E+02,6.44E+02,9.94E+01,3430.796829,0.00249023
2.10E-05,6.10E-05,6.10E-05,5.31E-05,70.7243,3.67E+07,20635.2,0.8,6.56E-05,9.74E-06,1.98E-03,0.000399113,3.03E-04,4.20E+01,1.22E+02,1.22E+02,6.06E+02,1.06E+02,3437.280704,0.00452148
3.10E-05,4.10E-05,4.10E-05,5.28E-05,70.7254,4.27E+07,21743.4,0.8,8.03E-05,9.75E-06,2.31E-03,0.000327297,2.89E-04,6.20E+01,8.20E+01,8.20E+01,5.78E+02,1.06E+02,3437.716036,0.00352051
7.10E-05,3.10E-05,4.10E-05,5.96E-05,70.7283,4.61E+07,23450.7,0.8,8.69E-05,9.84E-06,2.49E-03,0.000285925,2.70E-04,1.42E+02,6.20E+01,8.20E+01,5.40E+02,1.19E+02,3438.863994,0.00354004
4.10E-05,6.10E-05,9.10E-05,6.35E-05,70.7456,3.57E+07,21899.6,0.8,6.03E-05,9.87E-06,1.93E-03,0.00040162,2.93E-04,8.20E+01,1.22E+02,1.82E+02,5.86E+02,1.27E+02,3445.72013,0.00350098
2.10E-05,8.10E-05,0.0001,5.89E-05,70.7543,3.17E+07,20225.2,0.8,5.60E-05,9.80E-06,1.71E-03,0.000461137,3.01E-04,4.20E+01,1.62E+02,2.00E+02,6.02E+02,1.18E+02,3449.173176,0.00352539
8.10E-05,5.10E-05,8.10E-05,6.46E-05,70.7567,3.82E+07,23350.1,0.8,6.43E-05,9.93E-06,2.06E-03,0.000368417,2.86E-04,1.62E+02,1.02E+02,1.62E+02,5.72E+02,1.29E+02,3450.12635,0.000493164
2.10E-05,7.10E-05,8.10E-05,5.67E-05,70.7592,3.41E+07,20380.7,0.8,5.98E-05,9.77E-06,1.84E-03,0.00043124,3.03E-04,4.20E+01,1.42E+02,1.62E+02,6.06E+02,1.13E+02,3451.119519,0.0045166
4.10E-05,4.10E-05,5.10E-05,5.84E-05,70.7622,4.16E+07,22181.7,0.8,7.57E-05,9.80E-06,2.25E-03,0.00032821,2.81E-04,8.20E+01,8.20E+01,1.02E+02,5.62E+02,1.17E+02,3452.311699,0.00148437
7.10E-05,4.10E-05,6.10E-05,6.29E-05,70.769,4.11E+07,23208.4,0.8,7.23E-05,9.88E-06,2.22E-03,0.000329555,2.77E-04,1.42E+02,8.20E+01,1.22E+02,5.54E+02,1.26E+02,3455.0155,0.0025
4.10E-05,5.10E-05,7.10E-05,6.15E-05,70.7724,3.81E+07,21993.9,0.8,6.61E-05,9.84E-06,2.06E-03,0.00036672,2.87E-04,8.20E+01,1.02E+02,1.42E+02,5.74E+02,1.23E+02,3456.368194,0.000512695
5.10E-05,3.10E-05,3.10E-05,5.24E-05,70.7725,4.75E+07,22766.6,0.8,9.47E-05,9.78E-06,2.57E-03,0.000284984,2.79E-04,1.02E+02,6.20E+01,6.20E+01,5.58E+02,1.05E+02,3456.407987,0.00252441
3.10E-05,7.10E-05,0.0001,6.22E-05,70.7797,3.36E+07,21115.1,0.8,5.75E-05,9.84E-06,1.82E-03,0.00043279,2.98E-04,6.20E+01,1.42E+02,2.00E+02,5.96E+02,1.24E+02,3459.274297,0.000512695
3.10E-05,6.10E-05,8.10E-05,6.05E-05,70.7899,3.59E+07,21252.9,0.8,6.18E-05,9.82E-06,1.94E-03,0.000400688,2.96E-04,6.20E+01,1.22E+02,1.62E+02,5.92E+02,1.21E+02,3463.338973,0.000537109
3.10E-05,5.10E-05,6.10E-05,5.76E-05,70.796,3.85E+07,21408.8,0.8,6.86E-05,9.79E-06,2.08E-03,0.000365808,2.90E-04,6.20E+01,1.02E+02,1.22E+02,5.80E+02,1.15E+02,3465.77209,0.000517578
2.10E-05,9.10E-05,8.10E-05,5.02E-05,70.7982,3.21E+07,20210.2,0.8,5.70E-05,9.77E-06,1.73E-03,0.000488222,3.23E-04,4.20E+01,1.82E+02,1.62E+02,6.46E+02,1.00E+02,3466.650027,0.000488281
2.10E-05,7.10E-05,7.10E-05,5.32E-05,70.7984,3.49E+07,20356.9,0.8,6.15E-05,9.76E-06,1.88E-03,0.000430936,3.10E-04,4.20E+01,1.42E+02,1.42E+02,6.20E+02,1.06E+02,3466.72985,0.00452148
8.10E-05,3.10E-05,4.10E-05,5.96E-05,70.7999,4.63E+07,23529.2,0.8,8.70E-05,9.85E-06,2.50E-03,0.000286127,2.71E-04,1.62E+02,6.20E+01,8.20E+01,5.42E+02,1.19E+02,3467.328585,0.000493164
9.10E-05,5.10E-05,8.10E-05,6.46E-05,70.8143,3.83E+07,23430.4,0.8,6.43E-05,9.94E-06,2.07E-03,0.000368653,2.86E-04,1.82E+02,1.02E+02,1.62E+02,5.72E+02,1.29E+02,3473.081703,0.000498047
2.10E-05,8.10E-05,9.10E-05,5.64E-05,70.8248,3.23E+07,20121.1,0.8,5.71E-05,9.79E-06,1.75E-03,0.000460902,3.07E-04,4.20E+01,1.62E+02,1.82E+02,6.14E+02,1.13E+02,3477.282701,0.00151855
6.10E-05,0.0001,8.10E-05,4.74E-05,70.8299,3.34E+07,22435.2,0.8,5.65E-05,9.90E-06,1.81E-03,0.000515089,3.50E-04,1.22E+02,2.00E+02,1.62E+02,7.00E+02,9.48E+01,3479.325019,0.00349609
3.10E-05,7.10E-05,6.10E-05,4.90E-05,70.8357,3.65E+07,21260.5,0.8,6.36E-05,9.79E-06,1.97E-03,0.000431625,3.25E-04,6.20E+01,1.42E+02,1.22E+02,6.50E+02,9.80E+01,3481.649113,0.00350586
8.10E-05,4.10E-05,6.10E-05,6.28E-05,70.8393,4.13E+07,23290.3,0.8,7.23E-05,9.90E-06,2.23E-03,0.000329794,2.78E-04,1.62E+02,8.20E+01,1.22E+02,5.56E+02,1.26E+02,3483.092435,0.00350098
5.10E-05,6.10E-05,5.10E-05,4.81E-05,70.8433,3.91E+07,22409,0.8,6.87E-05,9.83E-06,2.12E-03,0.000400847,3.22E-04,1.02E+02,1.22E+02,1.02E+02,6.44E+02,9.62E+01,3484.696828,0.00350586
2.10E-05,8.10E-05,8.10E-05,5.33E-05,70.8535,3.31E+07,20120.6,0.8,5.83E-05,9.77E-06,1.79E-03,0.000460613,3.14E-04,4.20E+01,1.62E+02,1.62E+02,6.28E+02,1.07E+02,3488.791375,0.00452148
0.0001,5.10E-05,8.10E-05,6.45E-05,70.8606,3.84E+07,23493.9,0.8,6.44E-05,9.95E-06,2.07E-03,0.000368842,2.87E-04,2.00E+02,1.02E+02,1.62E+02,5.74E+02,1.29E+02,3491.644341,0.00249512
9.10E-05,3.10E-05,4.10E-05,5.95E-05,70.8628,4.64E+07,23595.8,0.8,8.71E-05,9.87E-06,2.51E-03,0.000286305,2.72E-04,1.82E+02,6.20E+01,8.20E+01,5.44E+02,1.19E+02,3492.528832,0.000449219
5.10E-05,6.10E-05,9.10E-05,6.34E-05,70.8679,3.61E+07,22052,0.8,6.04E-05,9.89E-06,1.95E-03,0.000402135,2.96E-04,1.02E+02,1.22E+02,1.82E+02,5.92E+02,1.27E+02,3494.580104,0.00450195
2.10E-05,0.0001,9.10E-05,5.08E-05,70.8697,3.10E+07,19935.8,0.8,5.49E-05,9.79E-06,1.67E-03,0.00051212,3.27E-04,4.20E+01,2.00E+02,1.82E+02,6.54E+02,1.02E+02,3495.30437,0.00351074
6.10E-05,3.10E-05,3.10E-05,5.24E-05,70.8743,4.78E+07,22876.1,0.8,9.49E-05,9.79E-06,2.58E-03,0.000285261,2.81E-04,1.22E+02,6.20E+01,6.20E+01,5.62E+02,1.05E+02,3497.155955,0.00152344
2.10E-05,9.10E-05,0.0001,5.59E-05,70.8787,3.11E+07,19899.6,0.8,5.50E-05,9.80E-06,1.68E-03,0.000488778,3.13E-04,4.20E+01,1.82E+02,2.00E+02,6.26E+02,1.12E+02,3498.927953,0.00148926
3.10E-05,5.10E-05,5.10E-05,5.29E-05,70.8806,3.94E+07,21280.6,0.8,7.17E-05,9.77E-06,2.13E-03,0.000365459,2.97E-04,6.20E+01,1.02E+02,1.02E+02,5.94E+02,1.06E+02,3499.693412,0.00352539
5.10E-05,4.10E-05,5.10E-05,5.84E-05,70.887,4.21E+07,22328.7,0.8,7.59E-05,9.83E-06,2.28E-03,0.00032862,2.84E-04,1.02E+02,8.20E+01,1.02E+02,5.68E+02,1.17E+02,3502.273032,0.000473633
4.10E-05,4.10E-05,4.10E-05,5.27E-05,70.8953,4.34E+07,21938.7,0.8,8.05E-05,9.78E-06,2.34E-03,0.000327828,2.93E-04,8.20E+01,8.20E+01,8.20E+01,5.86E+02,1.05E+02,3505.621308,0.00252441
2.10E-05,9.10E-05,9.10E-05,5.33E-05,70.8958,3.15E+07,19916.7,0.8,5.59E-05,9.79E-06,1.70E-03,0.000488529,3.17E-04,4.20E+01,1.82E+02,1.82E+02,6.34E+02,1.07E+02,3505.823114,0.00452148
5.10E-05,5.10E-05,7.10E-05,6.15E-05,70.8963,3.84E+07,22142.8,0.8,6.62E-05,9.86E-06,2.08E-03,0.000367185,2.89E-04,1.02E+02,1.02E+02,1.42E+02,5.78E+02,1.23E+02,3506.024931,0.000512695
9.10E-05,4.10E-05,6.10E-05,6.28E-05,70.9011,4.15E+07,23359.8,0.8,7.24E-05,9.91E-06,2.24E-03,0.000330002,2.79E-04,1.82E+02,8.20E+01,1.22E+02,5.58E+02,1.26E+02,3507.962967,0.00350098
0.0001,3.10E-05,4.10E-05,5.95E-05,70.9135,4.65E+07,23647.8,0.8,8.72E-05,9.88E-06,2.51E-03,0.000286447,2.72E-04,2.00E+02,6.20E+01,8.20E+01,5.44E+02,1.19E+02,3512.974521,0.000449219
3.10E-05,7.10E-05,9.10E-05,5.97E-05,70.9138,3.43E+07,20857.9,0.8,5.86E-05,9.83E-06,1.85E-03,0.000432565,3.04E-04,6.20E+01,1.42E+02,1.82E+02,6.08E+02,1.19E+02,3513.095857,0.00251953
2.10E-05,0.0001,0.0001,5.34E-05,70.926,3.06E+07,19765.3,0.8,5.41E-05,9.80E-06,1.66E-03,0.000512382,3.23E-04,4.20E+01,2.00E+02,2.00E+02,6.46E+02,1.07E+02,3518.033738,0.00452148
3.10E-05,6.10E-05,7.10E-05,5.70E-05,70.927,3.67E+07,21000.3,0.8,6.37E-05,9.81E-06,1.98E-03,0.0004004,3.02E-04,6.20E+01,1.22E+02,1.42E+02,6.04E+02,1.14E+02,3518.43879,0.00351562
4.10E-05,7.10E-05,0.0001,6.21E-05,70.9461,3.42E+07,21316.7,0.8,5.76E-05,9.88E-06,1.85E-03,0.000433523,3.03E-04,8.20E+01,1.42E+02,2.00E+02,6.06E+02,1.24E+02,3526.18424,0.000512695
0.0001,4.10E-05,6.10E-05,6.27E-05,70.9508,4.16E+07,23414.4,0.8,7.24E-05,9.92E-06,2.25E-03,0.00033017,2.79E-04,2.00E+02,8.20E+01,1.22E+02,5.58E+02,1.25E+02,3528.092801,0.0025
7.10E-05,0.0001,8.10E-05,4.74E-05,70.9562,3.36E+07,22420.9,0.8,5.66E-05,9.92E-06,1.82E-03,0.00051553,3.52E-04,1.42E+02,2.00E+02,1.62E+02,7.04E+02,9.48E+01,3530.286891,0.000493164
4.10E-05,6.10E-05,8.10E-05,6.04E-05,70.957,3.64E+07,21453.5,0.8,6.19E-05,9.85E-06,1.97E-03,0.000401361,2.99E-04,8.20E+01,1.22E+02,1.62E+02,5.98E+02,1.21E+02,3530.612057,0.000463867
7.10E-05,3.10E-05,3.10E-05,5.24E-05,70.9598,4.80E+07,22963.6,0.8,9.50E-05,9.81E-06,2.59E-03,0.000285493,2.82E-04,1.42E+02,6.20E+01,6.20E+01,5.64E+02,1.05E+02,3531.750375,0.00152344
4.10E-05,5.10E-05,6.10E-05,5.75E-05,70.9639,3.90E+07,21608.1,0.8,6.87E-05,9.82E-06,2.11E-03,0.000366415,2.93E-04,8.20E+01,1.02E+02,1.22E+02,5.86E+02,1.15E+02,3533.417861,0.000483398
6.10E-05,6.10E-05,9.10E-05,6.33E-05,70.9663,3.63E+07,22169.4,0.8,6.05E-05,9.91E-06,1.96E-03,0.00040255,2.97E-04,1.22E+02,1.22E+02,1.82E+02,5.94E+02,1.27E+02,3534.394315,0.00350098
6.10E-05,6.10E-05,5.10E-05,4.81E-05,70.9716,3.94E+07,22452.7,0.8,6.89E-05,9.85E-06,2.13E-03,0.000401249,3.23E-04,1.22E+02,1.22E+02,1.02E+02,6.46E+02,9.62E+01,3536.551608,0.00250488
3.10E-05,6.10E-05,6.10E-05,5.30E-05,70.9858,3.75E+07,20931.7,0.8,6.59E-05,9.79E-06,2.03E-03,0.000400072,3.09E-04,6.20E+01,1.22E+02,1.22E+02,6.18E+02,1.06E+02,3542.338016,0.00252441
3.10E-05,8.10E-05,7.10E-05,4.96E-05,70.9867,3.48E+07,20789.2,0.8,6.00E-05,9.81E-06,1.88E-03,0.000461402,3.30E-04,6.20E+01,1.62E+02,1.42E+02,6.60E+02,9.92E+01,3542.705079,0.00249023
6.10E-05,4.10E-05,5.10E-05,5.83E-05,70.9874,4.25E+07,22441.3,0.8,7.60E-05,9.85E-06,2.30E-03,0.00032895,2.86E-04,1.22E+02,8.20E+01,1.02E+02,5.72E+02,1.17E+02,3542.990599,0.000473633
6.10E-05,5.10E-05,7.10E-05,6.14E-05,70.996,3.87E+07,22257,0.8,6.63E-05,9.88E-06,2.09E-03,0.00036756,2.90E-04,1.22E+02,1.02E+02,1.42E+02,5.80E+02,1.23E+02,3546.500292,0.000507813
3.10E-05,8.10E-05,0.0001,5.88E-05,71.0126,3.27E+07,20526.6,0.8,5.63E-05,9.84E-06,1.77E-03,0.000462268,3.10E-04,6.20E+01,1.62E+02,2.00E+02,6.20E+02,1.18E+02,3553.284652,0.000473633
3.10E-05,7.10E-05,8.10E-05,5.66E-05,71.0184,3.50E+07,20681.5,0.8,6.01E-05,9.82E-06,1.89E-03,0.000432289,3.11E-04,6.20E+01,1.42E+02,1.62E+02,6.22E+02,1.13E+02,3555.658149,0.000517578
5.10E-05,4.10E-05,4.10E-05,5.26E-05,71.0229,4.38E+07,22078.1,0.8,8.06E-05,9.80E-06,2.37E-03,0.000328233,2.96E-04,1.02E+02,8.20E+01,8.20E+01,5.92E+02,1.05E+02,3557.500747,0.00252441
4.10E-05,7.10E-05,6.10E-05,4.89E-05,71.0261,3.70E+07,21404.8,0.8,6.37E-05,9.82E-06,2.00E-03,0.000432341,3.29E-04,8.20E+01,1.42E+02,1.22E+02,6.58E+02,9.78E+01,3558.811621,0.00050293
8.10E-05,3.10E-05,3.10E-05,5.23E-05,71.0334,4.82E+07,23035.7,0.8,9.50E-05,9.82E-06,2.60E-03,0.000285691,2.83E-04,1.62E+02,6.20E+01,6.20E+01,5.66E+02,1.05E+02,3561.803858,0.00152344
7.10E-05,6.10E-05,9.10E-05,6.32E-05,71.0487,3.65E+07,22263.9,0.8,6.06E-05,9.93E-06,1.97E-03,0.000402896,2.99E-04,1.42E+02,1.22E+02,1.82E+02,5.98E+02,1.26E+02,3568.083425,0.00350098
4.10E-05,5.10E-05,5.10E-05,5.28E-05,71.0516,3.99E+07,21472.1,0.8,7.18E-05,9.80E-06,2.16E-03,0.00036606,3.00E-04,8.20E+01,1.02E+02,1.02E+02,6.00E+02,1.06E+02,3569.274917,0.00252441
3.10E-05,7.10E-05,7.10E-05,5.31E-05,71.061,3.58E+07,20649.8,0.8,6.17E-05,9.81E-06,1.93E-03,0.000431979,3.18E-04,6.20E+01,1.42E+02,1.42E+02,6.36E+02,1.06E+02,3573.139731,0.00252441
8.10E-05,0.0001,8.10E-05,4.73E-05,71.063,3.38E+07,22410.4,0.8,5.67E-05,9.93E-06,1.83E-03,0.000515908,3.54E-04,1.62E+02,2.00E+02,1.62E+02,7.08E+02,9.46E+01,3573.962571,0.000507812
5.10E-05,7.10E-05,0.0001,6.20E-05,71.0709,3.46E+07,21461.3,0.8,5.77E-05,9.90E-06,1.87E-03,0.000434081,3.06E-04,1.02E+02,1.42E+02,2.00E+02,6.12E+02,1.24E+02,3577.214644,0.000512695
7.10E-05,4.10E-05,5.10E-05,5.82E-05,71.0716,4.27E+07,22531.4,0.8,7.61E-05,9.86E-06,2.31E-03,0.000329226,2.88E-04,1.42E+02,8.20E+01,1.02E+02,5.76E+02,1.16E+02,3577.502945,0.000512695
3.10E-05,9.10E-05,8.10E-05,5.01E-05,71.0723,3.30E+07,20474.1,0.8,5.72E-05,9.82E-06,1.79E-03,0.00048941,3.32E-04,6.20E+01,1.82E+02,1.62E+02,6.64E+02,1.00E+02,3577.79127,0.000507812
7.10E-05,6.10E-05,5.10E-05,4.80E-05,71.0779,3.95E+07,22488.2,0.8,6.89E-05,9.86E-06,2.14E-03,0.000401585,3.24E-04,1.42E+02,1.22E+02,1.02E+02,6.48E+02,9.60E+01,3580.098701,0.00050293
7.10E-05,5.10E-05,7.10E-05,6.13E-05,71.0796,3.88E+07,22348.6,0.8,6.64E-05,9.90E-06,2.10E-03,0.000367873,2.91E-04,1.42E+02,1.02E+02,1.42E+02,5.82E+02,1.23E+02,3580.799465,0.000507813
4.10E-05,7.10E-05,9.10E-05,5.96E-05,71.0822,3.48E+07,21054,0.8,5.88E-05,9.87E-06,1.88E-03,0.000433295,3.08E-04,8.20E+01,1.42E+02,1.82E+02,6.16E+02,1.19E+02,3581.871488,0.000478516
